gene_name	gene_id	#TX	#CAP_exons	#CAP_bases	#GC_exons	#GC_bases	%bases_ovl	%UTR_bases_ovl	%exon_bases_ovl
RNF186	ENSG00000178828.6	1	1	689	1	1250	0.5512	0.014059753954305799	1.0
OTUD3	ENSG00000169914.5	3	8	1372	9	6767	0.17762671789567017	0.0009609840476648087	0.7648562300319489
PLA2G2E	ENSG00000188784.4	1	4	505	4	785	0.5885350318471337	0.10027855153203342	1.0
PLA2G2A	ENSG00000188257.9	7	4	246	2	1685	0.20949554896142433	0.17755443886097153	0.4268292682926829
PLA2G5	ENSG00000127472.9	8	5	518	14	2607	0.20061373225930187	0.020080321285140562	0.22209436133486765
PLA2G2D	ENSG00000117215.13	2	4	363	4	2681	0.17568071615069003	0.0745393634840871	0.9965870307167235
PLA2G2F	ENSG00000158786.4	2	5	754	4	6440	0.08850931677018634	0.027751196172248804	0.11770114942528735
PLA2G2C	ENSG00000187980.6	3	4	626	4	3298	0.16100667070952093	0.012491077801570306	1.0
UBXN10	ENSG00000162543.5	1	1	848	1	5571	0.15221683719260456	0.0016909744240118367	1.0
VWA5B1	ENSG00000158816.14	8	23	4272	22	6377	0.6413674141445821	0.20313588850174216	1.0
CAMK2N1	ENSG00000162545.5	2	2	302	3	2615	0.097131931166348	0.009514747859181731	0.45614035087719296
MUL1	ENSG00000090432.6	1	4	1087	4	2438	0.4364232977850697	0.005788712011577424	1.0
FAM43B	ENSG00000183114.7	1	1	995	1	2572	0.3868584758942457	0.005047318611987382	1.0
CDA	ENSG00000158825.5	2	4	863	4	963	0.564901349948079	0.2019047619047619	1.0
PINK1	ENSG00000158828.5	3	8	2588	7	4837	0.34442836468885674	0.11559432933478735	0.3979591836734694
DDOST	ENSG00000244038.8	6	11	1438	11	2721	0.5075339948548327	0.06132665832290363	0.666289592760181
KIF17	ENSG00000117245.11	9	15	4771	18	4470	0.7633109619686801	0.1694255111976631	0.940458902120244
SH2D5	ENSG00000189410.10	7	9	1455	9	4423	0.30250960886276285	0.003930560104814936	0.9678832116788321
HP1BP3	ENSG00000127483.16	14	13	1910	12	7442	0.21741467347487234	0.0389093137254902	0.3744959677419355
EIF4G3	ENSG00000075151.18	13	42	6211	40	8535	0.7083772700644405	0.42084367245657567	0.7972392638036809
ECE1	ENSG00000117298.13	13	21	4744	23	7265	0.39504473503097043	0.06604774535809019	0.7499284692417739
NBPF3	ENSG00000142794.17	13	14	2256	20	6812	0.29726952436876103	0.08505002942907593	0.5084944346807264
ALPL	ENSG00000162551.12	7	11	2724	12	3007	0.558696375124709	0.0908311910882605	0.8554347826086957
RAP1GAP	ENSG00000076864.18	13	29	3431	27	5755	0.4809730668983493	0.17463126843657817	0.6167256878234814
USP48	ENSG00000090686.14	15	28	4096	29	9497	0.3748552174370854	0.053294828038855345	0.5901898734177216
LDLRAD2	ENSG00000187942.10	3	9	937	5	4490	0.20356347438752784	0.016896120150187734	0.6646058732612056
HSPG2	ENSG00000142798.15	15	79	22676	95	17667	0.7600045282164487	0.06873479318734793	0.8506351854228154
CELA3B	ENSG00000219073.6	4	10	1152	11	1541	0.6716417910447762	0.1794871794871795	0.9408163265306122
CELA3A	ENSG00000142789.18	3	9	1086	8	1224	0.7516339869281046	0.2796208530805687	1.0
CDC42	ENSG00000070831.14	5	7	909	7	3598	0.2376320177876598	0.0068790731354091235	1.0
WNT4	ENSG00000162552.13	3	5	1836	6	4527	0.3024077755688094	0.03188228080931944	1.0
ZBTB40	ENSG00000184677.15	4	17	5471	17	8992	0.42515569395017794	0.02009478672985782	1.0
EPHA8	ENSG00000070886.9	3	17	3683	17	5358	0.6065696155281821	0.02991256327657616	1.0
C1QA	ENSG00000173372.15	3	2	999	2	1272	0.6926100628930818	0.2718808193668529	1.0
C1QC	ENSG00000159189.10	3	2	944	2	1335	0.600749063670412	0.11166666666666666	1.0
C1QB	ENSG00000173369.14	4	2	968	2	1601	0.5184259837601499	0.09080188679245282	1.0
EPHB2	ENSG00000133216.15	7	19	4663	18	12516	0.2531959092361777	0.021552193316643084	0.892460198257735
LACTBL1	ENSG00000215906.7	2	6	1108	6	1641	0.5728214503351615	0.0	0.5738705738705738
C1orf234	ENSG00000227868.5	3	3	568	3	658	0.78419452887538	0.27835051546391754	0.9956896551724138
KDM1A	ENSG00000004487.14	6	21	2993	19	5435	0.4281508739650414	0.039832285115303984	0.46651875756353367
LUZP1	ENSG00000169641.12	5	3	3342	3	9658	0.3408573203561814	0.009028642590286426	1.0
HTR1D	ENSG00000179546.4	1	1	1139	1	2835	0.4017636684303351	0.004694835680751174	1.0
HNRNPR	ENSG00000125944.17	12	10	2024	13	8676	0.22118487782388196	0.0013543253766717454	0.6901408450704225
ZNF436	ENSG00000125945.13	2	4	1491	3	4392	0.3476775956284153	0.039235412474849095	1.0
TCEA3	ENSG00000204219.8	6	12	1587	13	3515	0.3439544807965861	0.06010016694490818	0.6408614668218859
ASAP3	ENSG00000088280.17	12	25	3190	25	4988	0.5751804330392943	0.056074766355140186	0.8140749846342963
E2F2	ENSG00000007968.6	2	7	1373	7	5457	0.2420743998533993	0.002061855670103093	0.8325935320228282
ID3	ENSG00000117318.8	3	2	406	2	1797	0.22426265998887035	0.029082774049217	0.9128329297820823
MDS2	ENSG00000197880.7	3	9	1877	7	2142	1.0	1.0	1.0
RPL11	ENSG00000142676.11	5	6	1194	7	1987	0.4267740312028183	0.20666666666666667	0.609015639374425
TCEB3	ENSG00000011007.11	4	11	2598	12	5391	0.4540901502504174	0.030802292263610316	0.9071680376028202
PITHD1	ENSG00000057757.8	3	6	874	5	2186	0.3161024702653248	0.07247706422018349	0.5583941605839416
LYPLA2	ENSG00000011009.9	10	9	783	8	2196	0.2650273224043716	0.06388059701492538	0.9117082533589251
GALE	ENSG00000117308.13	16	8	1619	6	3978	0.17370537958773252	0.06880733944954129	0.3457374830852503
HMGCL	ENSG00000117305.13	9	12	2192	11	5658	0.30558501237186286	0.17217391304347826	0.339396628216504
FUCA1	ENSG00000179163.11	1	8	2215	8	2047	0.7137274059599413	0.0970724191063174	1.0
CNR2	ENSG00000188822.7	1	1	1088	1	5254	0.20708031975637609	0.0019166267369429804	1.0
PNRC2	ENSG00000189266.10	4	1	425	1	2564	0.16575663026521062	0.0037261294829995344	1.0
SRSF10	ENSG00000188529.13	16	8	979	6	10277	0.06898900457331907	0.022030313711667256	0.12053768179814897
MYOM3	ENSG00000142661.17	4	37	5617	35	9254	0.4493192133131619	0.012861736334405145	0.5595560368164592
IL22RA1	ENSG00000142677.3	1	7	1998	7	2798	0.6279485346676197	0.032527881040892194	1.0
IFNLR1	ENSG00000185436.10	5	7	1826	7	4923	0.34836481820028437	0.18454499237417388	1.0
GRHL3	ENSG00000158055.14	9	18	2321	17	3940	0.5467005076142132	0.14711246200607903	0.8331154684095861
STPG1	ENSG00000001460.16	12	9	1578	12	8511	0.16320056397603103	0.16958381952547646	0.2133094331167376
NIPAL3	ENSG00000001461.15	7	14	1799	14	9404	0.14951084644831986	0.026104023552502454	0.2954281735901601
RCAN3	ENSG00000117602.10	11	4	796	4	7077	0.1032923555178748	0.006263701847792045	1.0
NCMAP	ENSG00000184454.6	2	3	202	4	4122	0.07836001940805434	0.003290375651220181	0.5119047619047619
SRRM1	ENSG00000133226.15	23	19	2996	20	8168	0.31843780607247796	0.1031390134529148	0.49543703102818903
CLIC4	ENSG00000169504.13	4	6	922	7	4495	0.1839822024471635	0.005575689991636465	0.8887665198237885
RUNX3	ENSG00000020633.17	5	6	2065	8	4523	0.29471589652885255	0.009797517962116264	0.891854893908282
SYF2	ENSG00000117614.8	4	7	935	7	3370	0.256973293768546	0.05194805194805195	0.2967032967032967
RSRP1	ENSG00000117616.16	22	6	1085	9	6804	0.1078777189888301	0.05820610687022901	0.12999150382327954
RHD	ENSG00000187010.17	11	11	2487	10	3313	0.5701780863265922	0.20493247210804463	0.9565217391304348
TMEM50A	ENSG00000183726.9	6	6	676	7	3410	0.14897360703812318	0.015370705244122965	0.39565943238731216
RHCE	ENSG00000188672.15	12	11	2005	11	2433	0.6387176325524044	0.22435897435897437	0.8179401993355482
TMEM57	ENSG00000204178.8	3	11	2146	11	3979	0.519728575018849	0.03824861600402617	1.0
LDLRAP1	ENSG00000157978.10	7	9	1864	9	5397	0.22938669631276634	0.05257936507936508	0.3348121857438628
MAN1C1	ENSG00000117643.13	8	12	1344	15	9026	0.21194327498338134	0.16699314397649365	0.2490894374747066
SEPN1	ENSG00000162430.15	5	13	3148	14	4424	0.4421338155515371	0.041341653666146644	0.9946236559139785
RP1-317E23.6	ENSG00000255054.3	2	6	1138	5	792	0.7752525252525253	1.0	0.6810035842293907
MTFR1L	ENSG00000117640.16	23	10	1151	3	5817	0.21265257005329208	0.2166349551508562	0.205799812909261
AUNIP	ENSG00000127423.9	3	5	1259	4	2408	0.4979235880398671	0.1008668242710796	1.0
PAQR7	ENSG00000182749.5	1	1	1046	1	3297	0.3172581134364574	0.0035413899955732625	1.0
STMN1	ENSG00000117632.19	9	5	746	5	6261	0.0782622584251717	0.02945054945054945	0.1551155115511551
PAFAH2	ENSG00000158006.12	7	10	1339	10	3835	0.3134289439374185	0.004171406901782328	0.9941569282136895
EXTL1	ENSG00000158008.8	4	11	2143	11	4537	0.4269340974212034	0.004026170105686965	0.7564705882352941
SLC30A2	ENSG00000158014.13	3	8	1265	8	3498	0.32847341337907376	0.014432029795158287	0.8281481481481482
TRIM63	ENSG00000158022.6	2	9	1254	9	2573	0.4543334628837932	0.15471167369901548	0.5284791544333529
PDIK1L	ENSG00000175087.8	4	2	1036	2	4535	0.2273428886438809	0.002277904328018223	1.0
FAM110D	ENSG00000197245.4	1	1	828	1	1524	0.5433070866141733	0.02109704641350211	1.0
ZNF593	ENSG00000142684.7	2	2	509	2	1956	0.25766871165644173	0.024193548387096774	1.0
CNKSR1	ENSG00000142675.16	14	15	3953	19	4043	0.7155577541429632	0.9030544488711819	0.672644376899696
CATSPER4	ENSG00000188782.6	4	10	2333	9	2030	0.8078817733990148	0.3627450980392157	1.0
CEP85	ENSG00000130695.12	8	13	2502	15	5422	0.43581704168203617	0.014004149377593362	0.6685746994848312
SH3BGRL3	ENSG00000142669.12	3	3	681	2	1786	0.3784994400895857	0.2706964520367937	1.0
UBXN11	ENSG00000158062.19	16	15	1727	12	4704	0.336734693877551	0.07271885132005558	0.9578438147892191
CD52	ENSG00000169442.7	3	2	298	3	935	0.2267379679144385	0.10175438596491228	0.2815384615384615
AIM1L	ENSG00000176092.12	10	18	5636	22	5871	0.8768523249872253	0.1891025641025641	0.9107820804859529
ZNF683	ENSG00000176083.16	9	8	1637	6	2379	0.733921815889029	0.21561338289962825	1.0
LIN28A	ENSG00000131914.9	2	4	794	4	4008	0.1813872255489022	0.029577048210588583	1.0
DHDDS	ENSG00000117682.15	25	10	2144	10	5596	0.27716225875625444	0.10465436518865326	0.6505555555555556
HMGN2	ENSG00000198830.9	10	6	666	3	2509	0.12634515743324035	0.1437837837837838	0.14088215931533904
RPS6KA1	ENSG00000117676.12	20	28	3180	26	5884	0.473487423521414	0.17926421404682275	0.5737069947596264
ARID1A	ENSG00000117713.16	9	21	5345	19	9246	0.7421587713605884	0.478520935290919	0.9163074712643678
PIGV	ENSG00000060642.9	6	3	1791	3	3382	0.4686575990538143	0.1634078212290503	1.0
ZDHHC18	ENSG00000204160.10	5	9	1265	8	5436	0.21799116997792495	0.004839531329597555	0.7721854304635761
SFN	ENSG00000175793.11	1	1	752	1	1320	0.5696969696969697	0.013888888888888888	1.0
GPN2	ENSG00000142751.13	5	6	1142	7	4979	0.2008435428800964	0.009824747742963356	0.7938994229183842
GPATCH3	ENSG00000198746.11	3	8	1649	7	2225	0.658876404494382	0.18761384335154827	0.9409307875894988
NUDC	ENSG00000090273.12	4	8	2055	9	2856	0.530812324929972	0.19985925404644617	0.8585365853658536
NR0B2	ENSG00000131910.4	1	2	980	2	1156	0.7370242214532872	0.21038961038961038	1.0
KDF1	ENSG00000175707.8	2	3	1044	1	1793	0.6737311767986615	0.4449715370018975	1.0
TRNP1	ENSG00000253368.3	2	1	701	1	1976	0.3547570850202429	0.015444015444015444	1.0
FAM46B	ENSG00000158246.7	1	2	1360	2	2368	0.542652027027027	0.009149130832570906	1.0
FKSG62	ENSG00000280403.1	2	0	0	2	750	0.0	0.0	0.0
SLC9A1	ENSG00000090020.9	6	12	2744	12	5974	0.4449280214261801	0.005025125628140704	0.7809270741068792
WDTC1	ENSG00000142784.14	5	15	2319	14	6024	0.3142430278884462	0.05486968449931413	0.5575933075933076
TMEM222	ENSG00000186501.13	11	10	806	6	4476	0.13762287756925826	0.21573359073359075	0.16
SYTL1	ENSG00000142765.16	11	12	2318	9	5584	0.2718481375358166	0.011095700416088766	0.29052052475666523
MAP3K6	ENSG00000142733.13	8	29	4440	27	4951	0.7461118965865482	0.2198019801980198	0.8058929374718848
FCN3	ENSG00000142748.11	4	8	1185	5	2167	0.3447161975080757	0.09022556390977443	0.3613569321533923
CD164L2	ENSG00000174950.9	3	6	793	4	2041	0.21558059774620283	0.10541871921182266	0.4668615984405458
GPR3	ENSG00000181773.6	1	1	998	1	2115	0.4718676122931442	0.0071111111111111115	1.0
WASF2	ENSG00000158195.9	2	8	1537	8	5676	0.2646229739252995	0.032228147461163925	1.0
AHDC1	ENSG00000126705.12	5	1	4827	4	7157	0.6744445996926086	0.009488666315234581	0.9142585551330799
FGR	ENSG00000000938.11	7	11	1802	11	3474	0.49971214738054115	0.005063291139240506	0.9123548046462513
IFI6	ENSG00000126709.13	3	4	458	4	865	0.4890173410404624	0.019955654101995565	1.0
FAM76A	ENSG00000009780.14	7	11	1557	11	4034	0.3036688150718889	0.027354570637119113	1.0
STX12	ENSG00000117758.12	5	10	1129	10	3846	0.25689027561102445	0.003553976010661928	0.6144200626959248
PPP1R8	ENSG00000117751.16	5	8	1137	6	2819	0.4036892515076268	0.07738748627881449	1.0
AL109927.1	ENSG00000278868.1	1	0	0	1	171	0.0	0.0	0.0
THEMIS2	ENSG00000130775.14	11	6	1963	5	4621	0.4297771045228306	0.12617924528301888	0.4980121918897429
RPA2	ENSG00000117748.8	5	9	1150	8	2019	0.5383853392768697	0.013756613756613757	1.0
SMPDL3B	ENSG00000130768.13	6	10	1394	10	2670	0.5868913857677902	0.33707865168539325	0.7779246530072703
XKR8	ENSG00000158156.7	2	3	1203	4	2743	0.43492526430915057	0.0053085600530856005	0.9587378640776699
EYA3	ENSG00000158161.14	8	18	2140	18	6483	0.29029770168132035	0.019270006801178872	0.8672779922779923
PTAFR	ENSG00000169403.10	3	1	1034	1	4706	0.2197195070123247	0.002173913043478261	1.0
DNAJC8	ENSG00000126698.9	6	11	942	11	2888	0.2711218836565097	0.0959725792630677	0.45961650203370136
ATPIF1	ENSG00000130770.16	4	5	451	3	2225	0.15865168539325844	0.06353176588294147	1.0
SESN2	ENSG00000130766.4	1	10	1590	10	3453	0.42166232261801334	0.007948335817188276	1.0
MED18	ENSG00000130772.12	5	2	738	4	2019	0.35116394254581473	0.058726220016542596	0.7876543209876543
PHACTR4	ENSG00000204138.11	4	16	2745	17	7165	0.3546406140963015	0.0604932526756631	0.795605162190443
RCC1	ENSG00000180198.14	12	16	1637	13	3888	0.4660493827160494	0.1464968152866242	0.8816568047337278
TRNAU1AP	ENSG00000180098.8	10	9	1247	8	4311	0.193922523776386	0.03304904051172708	0.238659946635043
TAF12	ENSG00000120656.10	4	5	747	9	2337	0.22293538724860934	0.03198653198653199	0.42036553524804177
RAB42	ENSG00000188060.6	2	2	799	2	2180	0.30091743119266057	0.06788990825688074	1.0
GMEB1	ENSG00000162419.11	4	10	1815	9	6459	0.2840997058368168	0.024571065452234697	1.0
YTHDF2	ENSG00000198492.13	10	5	1952	6	3859	0.4889867841409692	0.13537117903930132	0.6845070422535211
OPRD1	ENSG00000116329.9	2	3	1134	3	9345	0.12027822364901017	0.0009721715882853323	1.0
EPB41	ENSG00000159023.17	12	20	3917	18	8287	0.3459635573790274	0.14302544769085768	0.5589908483799159
TMEM200B	ENSG00000253304.1	2	1	933	1	2639	0.3535430087154225	0.006984866123399301	1.0
SRSF4	ENSG00000116350.14	7	7	1521	9	3442	0.22603137710633353	0.08207171314741035	0.6808413351623228
MECR	ENSG00000116353.14	18	11	1328	15	3922	0.32202957674655786	0.23501997336884153	0.3760330578512397
PTPRU	ENSG00000060656.18	11	32	5092	33	6682	0.672403472014367	0.07476635514018691	0.8145609484994443
MATN1	ENSG00000162510.5	3	8	1705	8	4606	0.3397742075553626	0.02773037542662116	0.6631299734748011
LAPTM5	ENSG00000162511.7	3	9	1081	8	3274	0.23488087965791082	0.1057759220598469	0.38323353293413176
SDC3	ENSG00000162512.14	4	5	1462	8	7067	0.18338757605773312	0.0015298317185109638	0.41017488076311603
PUM1	ENSG00000134644.14	23	23	4218	24	6622	0.5928722440350347	0.07613781369629945	0.8770779676890658
NKAIN1	ENSG00000084628.8	5	7	909	7	2987	0.22999665215935722	0.027013989387361312	0.6903719912472648
SNRNP40	ENSG00000060688.11	7	11	2013	11	3881	0.4601906725070858	0.5294117647058824	0.4128089105464671
ZCCHC17	ENSG00000121766.13	10	8	949	7	1921	0.4653826132222801	0.1995323460639127	1.0
FABP3	ENSG00000121769.6	4	4	386	4	1026	0.43079922027290446	0.14743589743589744	0.8706467661691543
SERINC2	ENSG00000168528.10	6	13	2068	14	3549	0.5125387433079741	0.23730098559514784	0.6753363228699552
AC114494.1	ENSG00000279468.1	1	2	147	1	1586	0.06368221941992434	0.08662092624356775	0.35
TINAGL1	ENSG00000142910.14	11	11	1722	7	5281	0.16663510698731301	0.048863636363636366	0.19460590560334806
HCRTR1	ENSG00000121764.10	5	9	1757	12	2558	0.5582486317435497	0.015047879616963064	0.7755883962780514
PEF1	ENSG00000162517.11	8	6	1227	7	2227	0.44454422990570275	0.03732303732303732	0.6570827489481066
COL16A1	ENSG00000084636.16	17	68	8882	73	9269	0.5755744956305966	0.021701388888888888	0.6541825797708513
BAI2	ENSG00000121753.11	15	32	5963	31	7756	0.666322846828262	0.10335386721423682	0.7969817315329627
SPOCD1	ENSG00000134668.11	14	15	4704	13	7085	0.49978828510938605	0.03204047217537943	0.5425138632162662
PTP4A2	ENSG00000184007.16	21	7	540	11	6431	0.09703001088477686	0.051865099642309655	0.16726261422328167
KHDRBS1	ENSG00000121774.16	4	9	1453	11	3588	0.3762541806020067	0.01330532212885154	0.6162037037037037
TMEM39B	ENSG00000121775.16	9	10	1671	14	2820	0.599645390070922	0.6082474226804123	0.597408400357462
KPNA6	ENSG00000025800.12	4	15	1730	14	7480	0.2303475935828877	0.0401343408900084	0.9731147540983607
TXLNA	ENSG00000084652.14	2	11	1719	10	5103	0.3225553595923966	0.002308802308802309	1.0
CCDC28B	ENSG00000160050.13	5	6	856	5	2818	0.2916962384669979	0.020374449339207047	1.0
IQCC	ENSG00000160051.10	3	5	1664	4	2478	0.562953995157385	0.012718600953895072	0.7501352082206598
DCDC2B	ENSG00000222046.2	2	9	1307	7	1869	0.4467629748528625	0.18543046357615894	0.4971282705807275
TMEM234	ENSG00000160055.18	12	10	1242	5	3571	0.15177821338560626	0.22459499263622976	0.19249887031179394
EIF3I	ENSG00000084623.10	6	13	1271	10	1725	0.5785507246376812	0.18666666666666668	0.8337777777777777
FAM167B	ENSG00000183615.5	1	2	502	2	936	0.530982905982906	0.017897091722595078	1.0
LCK	ENSG00000182866.15	14	11	1979	9	3339	0.5040431266846361	0.08528198074277854	0.6090729783037475
HDAC1	ENSG00000116478.10	10	14	1781	12	3963	0.3086045924804441	0.09587020648967552	0.35251141552511417
MARCKSL1	ENSG00000175130.6	1	2	718	2	1699	0.3837551500882872	0.06014362657091562	1.0
TSSK3	ENSG00000162526.6	4	2	817	5	2191	0.3706070287539936	0.12021857923497267	0.4962302947224126
FAM229A	ENSG00000225828.1	4	5	991	2	2845	0.11318101933216168	0.2927461139896373	0.1006679389312977
BSDC1	ENSG00000160058.17	16	13	1471	10	6271	0.23106362621591453	0.04507845934379458	0.6369620253164557
RP1-27O5.3	ENSG00000254553.1	1	8	1808	5	3447	0.8407310704960835	0.7127158555729984	1.0
ZBTB8B	ENSG00000273274.1	1	3	1494	3	12834	0.11609786504597164	0.00044056745087672923	1.0
ZBTB8A	ENSG00000160062.13	2	3	1341	3	7075	0.18784452296819787	0.021617021276595743	1.0
ZBTB8OS	ENSG00000176261.14	15	8	1066	8	3531	0.22514868309260833	0.17612732095490716	0.28128797083839613
RBBP4	ENSG00000162521.17	19	18	1925	13	9470	0.1651531151003168	0.045981772990886495	0.5525134649910234
SYNC	ENSG00000162520.13	4	6	1676	5	3487	0.4479495268138801	0.06075453209211171	1.0
KIAA1522	ENSG00000162522.9	5	9	3948	9	5965	0.6191114836546522	0.11012282930961458	0.9530816213214881
YARS	ENSG00000134684.9	10	13	2927	13	8212	0.22576716999512908	0.06408706166868199	0.2666259914582062
S100PBP	ENSG00000116497.16	16	6	1368	11	9194	0.1376984990211007	0.0024372410431391664	0.1761546723952739
FNDC5	ENSG00000160097.14	6	5	583	8	3139	0.18063077413188913	0.04516403919897742	0.5858585858585859
HPCA	ENSG00000121905.8	5	4	796	5	1991	0.394776494224008	0.008998875140607425	0.705989110707804
TMEM54	ENSG00000121900.17	6	6	735	7	1417	0.378969654199012	0.15934065934065933	0.4469111969111969
RNF19B	ENSG00000116514.15	3	9	2378	9	2610	0.8628352490421456	0.5768321513002365	1.0
FKSG48	ENSG00000278966.1	1	0	0	1	375	0.0	0.0	0.0
AK2	ENSG00000004455.15	15	9	3531	12	5727	0.8182294394971189	0.8677937915742794	0.7338367154318075
AZIN2	ENSG00000142920.15	19	10	1344	9	6559	0.2071962189358134	0.0669500531349628	0.3418745785569791
TRIM62	ENSG00000116525.12	4	7	1554	7	3646	0.2885353812397148	0.061611374407582936	0.95703125
ZNF362	ENSG00000160094.13	5	8	1410	9	3332	0.38985594237695076	0.019733333333333332	0.8661633493479753
A3GALT2	ENSG00000184389.9	1	5	1131	5	1023	1.0	1.0	1.0
PHC2	ENSG00000134686.15	12	16	3001	21	4975	0.6056281407035176	0.18702770780856423	0.8018895777974608
ZSCAN20	ENSG00000121903.13	3	7	3235	7	5308	0.5970233609645818	0.005218216318785579	0.986875
CSMD2	ENSG00000121904.16	10	75	12633	75	18157	0.6283527014374621	0.022151898734177215	0.9278367481280342
HMGB4	ENSG00000176256.9	4	1	566	2	2561	0.22100741897696213	0.004056795131845842	0.9473684210526315
C1orf94	ENSG00000142698.13	2	7	1866	7	2576	0.703027950310559	0.021739130434782608	1.0
SMIM12	ENSG00000163866.8	6	3	382	2	8091	0.0774935113088617	0.07846153846153846	1.0
GJB5	ENSG00000189280.3	1	1	827	1	1355	0.6103321033210332	0.014925373134328358	1.0
GJB4	ENSG00000189433.5	1	1	904	1	2840	0.3183098591549296	0.05190989226248776	1.0
GJB3	ENSG00000188910.7	2	1	916	1	2387	0.3724340175953079	0.05009511731135067	1.0
GJA4	ENSG00000187513.8	2	1	1022	1	1717	0.5952242283051835	0.03203342618384401	1.0
DLGAP3	ENSG00000116544.10	3	10	4167	11	3977	0.8139300980638673	0.3264417845484222	0.960431654676259
RP11-244H3.4	ENSG00000271741.1	1	16	2882	15	3099	0.8260729267505647	0.4204301075268817	1.0
ZMYM6NB	ENSG00000243749.1	1	3	526	3	922	0.5065075921908894	0.010869565217391304	1.0
ZMYM6	ENSG00000163867.15	9	16	4568	15	9591	0.4189344176832447	0.025210084033613446	0.6802541026998412
ZMYM1	ENSG00000197056.8	10	9	3703	10	4828	0.7176884838442419	0.006855184233076264	0.9442775198033324
